cat,date,oil
4,1987-09-24,50
4,1987-09-25,50
4,1987-09-26,50
4,1987-09-27,50
4,1987-09-28,50
4,1987-09-29,50
4,1987-09-30,50
4,1987-10-01,50
4,1987-10-02,50
4,1987-10-03,50
4,1987-10-04,50
4,1987-10-05,50
4,1987-10-06,50
4,1987-10-07,50
4,1987-10-08,50
4,1987-10-09,50
4,1987-10-10,50
4,1987-10-11,50
4,1987-10-12,50
4,1987-10-13,50
4,1987-10-14,50
4,1987-10-15,50
4,1987-10-16,50
4,1987-10-17,50
4,1987-10-18,50
4,1987-10-19,50
4,1987-10-20,50
4,1987-10-21,50
4,1987-10-22,50
4,1987-10-23,50
4,1987-10-24,50
4,1987-10-25,50
4,1987-10-26,50
4,1987-10-27,50
4,1987-10-28,50
4,1987-10-29,50
4,1987-10-30,50
4,1987-10-31,50
4,1987-11-01,50
4,1987-11-02,50
4,1987-11-03,50
4,1987-11-04,50
4,1987-11-05,50
4,1987-11-06,50
4,1987-11-07,50
4,1987-11-08,50
4,1987-11-09,50
4,1987-11-10,50
4,1987-11-11,50
4,1987-11-12,50
4,1987-11-13,50
4,1987-11-14,50
4,1987-11-15,50
4,1987-11-16,50
4,1987-11-17,50
4,1987-11-18,50
4,1987-11-19,50
4,1987-11-20,50
4,1987-11-21,50
5,1988-06-07,50
5,1988-06-08,50
5,1988-06-09,50
5,1988-06-10,50
5,1988-06-11,50
5,1988-06-12,50
5,1988-06-13,50
5,1988-06-14,50
5,1988-06-15,50
5,1988-06-16,50
5,1988-06-17,50
5,1988-06-18,50
5,1988-06-19,50
5,1988-06-20,50
5,1988-06-21,50
5,1988-06-22,50
5,1988-06-23,50
5,1988-06-24,50
5,1988-06-25,50
5,1988-06-26,50
5,1988-06-27,50
5,1988-06-28,50
5,1988-06-29,50
5,1988-06-30,50
5,1988-07-01,50
5,1988-07-02,50
5,1988-07-03,50
5,1988-07-04,50
5,1988-07-05,50
5,1988-07-06,50
5,1988-07-07,50
5,1988-07-08,50
5,1988-07-09,50
5,1988-07-10,50
5,1988-07-11,50
5,1988-07-12,50
5,1988-07-13,50
5,1988-07-14,50
5,1988-07-15,50
5,1988-07-16,50
5,1988-07-17,50
5,1988-07-18,50
5,1988-07-19,50
5,1988-07-20,50
5,1988-07-21,50
5,1988-07-22,50
5,1988-07-23,50
5,1988-07-24,50
5,1988-07-25,50
5,1988-07-26,50
5,1988-07-27,50
5,1988-07-28,50
5,1988-07-29,50
5,1988-07-30,50
5,1988-07-31,50
5,1988-08-01,50
5,1988-08-02,50
5,1988-08-03,50
5,1988-08-04,50
5,1988-08-05,50
5,1988-08-06,50
5,1988-08-07,50
5,1988-08-08,50
5,1988-08-09,50
5,1988-08-10,50
5,1988-08-11,50
5,1988-08-12,50
5,1988-08-13,50
5,1988-08-14,50
5,1988-08-15,50
5,1988-08-16,50
5,1988-08-17,50
5,1988-08-18,50
5,1988-08-19,50
5,1988-08-20,50
5,1988-08-21,50
5,1988-08-22,50
5,1988-08-23,50
5,1988-08-24,50
5,1988-08-25,50
5,1988-08-26,50
5,1988-08-27,50
5,1988-08-28,50
5,1988-08-29,50
5,1988-08-30,50
5,1988-08-31,50
5,1988-09-01,50
5,1988-09-02,50
5,1988-09-03,50
7,1987-08-17,50
7,1987-08-18,50
7,1987-08-19,50
7,1987-08-20,50
7,1987-08-21,50
7,1987-08-22,50
7,1987-08-23,50
7,1987-08-24,50
7,1987-08-25,50
7,1987-08-26,50
7,1987-08-27,50
7,1987-08-28,50
7,1987-08-29,50
7,1987-08-30,50
7,1987-08-31,50
7,1987-09-01,50
7,1987-09-02,50
7,1987-09-03,50
7,1987-09-04,50
7,1987-09-05,50
7,1987-09-06,50
7,1987-09-07,50
7,1987-09-08,50
7,1987-09-09,50
7,1987-09-10,50
7,1987-09-11,50
7,1987-09-12,50
7,1987-09-13,50
7,1987-09-14,50
7,1987-09-15,50
7,1987-09-16,50
7,1987-09-17,50
7,1987-09-18,50
7,1987-09-19,50
7,1987-09-20,50
7,1987-09-21,50
7,1987-09-22,50
7,1987-09-23,50
7,1987-09-24,50
7,1987-09-25,50
7,1987-09-26,50
7,1987-09-27,50
7,1987-09-28,50
7,1987-09-29,50
7,1987-09-30,50
7,1987-10-01,50
7,1987-10-02,50
7,1987-10-03,50
7,1987-10-04,50
7,1987-10-05,50
7,1987-10-06,50
7,1987-10-07,50
7,1987-10-08,50
7,1987-10-09,50
7,1987-10-10,50
7,1987-10-11,50
7,1987-10-12,50
7,1987-10-13,50
7,1987-10-14,50
7,1987-10-15,50
7,1987-10-16,50
7,1987-10-17,50
7,1987-10-18,50
7,1987-10-19,50
7,1987-10-20,50
7,1987-10-21,50
7,1987-10-22,50
7,1987-10-23,50
7,1987-10-24,50
7,1987-10-25,50
7,1987-10-26,50
7,1987-10-27,50
7,1987-10-28,50
7,1987-10-29,50
7,1987-10-30,50
7,1987-10-31,50
7,1987-11-01,50
7,1987-11-02,50
7,1987-11-03,50
7,1987-11-04,50
7,1987-11-05,50
7,1987-11-06,50
7,1987-11-07,50
7,1987-11-08,50
7,1987-11-09,50
7,1987-11-10,50
7,1987-11-11,50
7,1987-11-12,50
7,1987-11-13,50
9,1988-06-21,50
9,1988-06-22,50
9,1988-06-23,50
9,1988-06-24,50
9,1988-06-25,50
9,1988-06-26,50
9,1988-06-27,50
9,1988-06-28,50
9,1988-06-29,50
9,1988-06-30,50
9,1988-07-01,50
9,1988-07-02,50
9,1988-07-03,50
9,1988-07-04,50
9,1988-07-05,50
9,1988-07-06,50
9,1988-07-07,50
9,1988-07-08,50
9,1988-07-09,50
9,1988-07-10,50
9,1988-07-11,50
9,1988-07-12,50
9,1988-07-13,50
9,1988-07-14,50
9,1988-07-15,50
9,1988-07-16,50
9,1988-07-17,50
9,1988-07-18,50
9,1988-07-19,50
9,1988-07-20,50
9,1988-07-21,50
9,1988-07-22,50
9,1988-07-23,50
9,1988-07-24,50
9,1988-07-25,50
9,1988-07-26,50
9,1988-07-27,50
9,1988-07-28,50
9,1988-07-29,50
9,1988-07-30,50
9,1988-07-31,50
9,1988-08-01,50
9,1988-08-02,50
9,1988-08-03,50
9,1988-08-04,50
9,1988-08-05,50
9,1988-08-06,50
9,1988-08-07,50
9,1988-08-08,50
9,1988-08-09,50
9,1988-08-10,50
9,1988-08-11,50
9,1988-08-12,50
9,1988-08-13,50
9,1988-08-14,50
9,1988-08-15,50
9,1988-08-16,50
9,1988-08-17,50
9,1988-08-18,50
9,1988-08-19,50
9,1988-08-20,50
9,1988-08-21,50
9,1988-08-22,50
9,1988-08-23,50
9,1988-08-24,50
9,1988-08-25,50
9,1988-08-26,50
9,1988-08-27,50
9,1988-08-28,50
9,1988-08-29,50
9,1988-08-30,50
9,1988-08-31,50
9,1988-09-01,50
9,1988-09-02,50
9,1988-09-03,50
9,1988-09-04,50
9,1988-09-05,50
9,1988-09-06,50
9,1988-09-07,50
9,1988-09-08,50
9,1988-09-09,50
9,1988-09-10,50
9,1988-09-11,50
9,1988-09-12,50
9,1988-09-13,50
9,1988-09-14,50
9,1988-09-15,50
9,1988-09-16,50
9,1988-09-17,50
10,1987-12-12,50
10,1987-12-13,50
10,1987-12-14,50
10,1987-12-15,50
10,1987-12-16,50
10,1987-12-17,50
10,1987-12-18,50
10,1987-12-19,50
10,1987-12-20,50
10,1987-12-21,50
10,1987-12-22,50
10,1987-12-23,50
10,1987-12-24,50
10,1987-12-25,50
10,1987-12-26,50
10,1987-12-27,50
10,1987-12-28,50
10,1987-12-29,50
10,1987-12-30,50
10,1987-12-31,50
10,1988-01-01,50
10,1988-01-02,50
10,1988-01-03,50
10,1988-01-04,50
10,1988-01-05,50
10,1988-01-06,50
10,1988-01-07,50
10,1988-01-08,50
10,1988-01-09,50
10,1988-01-10,50
10,1988-01-11,50
10,1988-01-12,50
10,1988-01-13,50
10,1988-01-14,50
10,1988-01-15,50
10,1988-01-16,50
10,1988-01-17,50
10,1988-01-18,50
10,1988-01-19,50
10,1988-01-20,50
10,1988-01-21,50
10,1988-01-22,50
10,1988-01-23,50
10,1988-01-24,50
10,1988-01-25,50
10,1988-01-26,50
10,1988-01-27,50
10,1988-01-28,50
10,1988-01-29,50
10,1988-01-30,50
10,1988-01-31,50
10,1988-02-01,50
10,1988-02-02,50
10,1988-02-03,50
10,1988-02-04,50
10,1988-02-05,50
10,1988-02-06,50
10,1988-02-07,50
10,1988-02-08,50
10,1988-02-09,50
10,1988-02-10,50
10,1988-02-11,50
10,1988-02-12,50
10,1988-02-13,50
10,1988-02-14,50
10,1988-02-15,50
10,1988-02-16,50
10,1988-02-17,50
10,1988-02-18,50
10,1988-02-19,50
10,1988-02-20,50
10,1988-02-21,50
10,1988-02-22,50
10,1988-02-23,50
10,1988-02-24,50
10,1988-02-25,50
10,1988-02-26,50
10,1988-02-27,50
10,1988-02-28,50
10,1988-02-29,50
10,1988-03-01,50
10,1988-03-02,50
10,1988-03-03,50
10,1988-03-04,50
10,1988-03-05,50
10,1988-03-06,50
10,1988-03-07,50
10,1988-03-08,50
10,1988-03-09,50
11,1987-11-17,50
11,1987-11-18,50
11,1987-11-19,50
11,1987-11-20,50
11,1987-11-21,50
11,1987-11-22,50
11,1987-11-23,50
11,1987-11-24,50
11,1987-11-25,50
11,1987-11-26,50
11,1987-11-27,50
11,1987-11-28,50
11,1987-11-29,50
11,1987-11-30,50
11,1987-12-01,50
11,1987-12-02,50
11,1987-12-03,50
11,1987-12-04,50
11,1987-12-05,50
11,1987-12-06,50
11,1987-12-07,50
11,1987-12-08,50
11,1987-12-09,50
11,1987-12-10,50
11,1987-12-11,50
11,1987-12-12,50
11,1987-12-13,50
11,1987-12-14,50
11,1987-12-15,50
11,1987-12-16,50
11,1987-12-17,50
11,1987-12-18,50
11,1987-12-19,50
11,1987-12-20,50
11,1987-12-21,50
11,1987-12-22,50
11,1987-12-23,50
11,1987-12-24,50
11,1987-12-25,50
11,1987-12-26,50
11,1987-12-27,50
11,1987-12-28,50
11,1987-12-29,50
11,1987-12-30,50
11,1987-12-31,50
11,1988-01-01,50
11,1988-01-02,50
11,1988-01-03,50
11,1988-01-04,50
11,1988-01-05,50
11,1988-01-06,50
11,1988-01-07,50
11,1988-01-08,50
11,1988-01-09,50
11,1988-01-10,50
11,1988-01-11,50
11,1988-01-12,50
11,1988-01-13,50
11,1988-01-14,50
11,1988-01-15,50
11,1988-01-16,50
11,1988-01-17,50
11,1988-01-18,50
11,1988-01-19,50
11,1988-01-20,50
11,1988-01-21,50
11,1988-01-22,50
11,1988-01-23,50
11,1988-01-24,50
11,1988-01-25,50
11,1988-01-26,50
11,1988-01-27,50
11,1988-01-28,50
11,1988-01-29,50
11,1988-01-30,50
11,1988-01-31,50
11,1988-02-01,50
11,1988-02-02,50
11,1988-02-03,50
11,1988-02-04,50
11,1988-02-05,50
11,1988-02-06,50
11,1988-02-07,50
11,1988-02-08,50
11,1988-02-09,50
11,1988-02-10,50
11,1988-02-11,50
11,1988-02-12,50
11,1988-02-13,50
12,1987-07-15,50
12,1987-07-16,50
12,1987-07-17,50
12,1987-07-18,50
12,1987-07-19,50
12,1987-07-20,50
12,1987-07-21,50
12,1987-07-22,50
12,1987-07-23,50
12,1987-07-24,50
12,1987-07-25,50
12,1987-07-26,50
12,1987-07-27,50
12,1987-07-28,50
12,1987-07-29,50
12,1987-07-30,50
12,1987-07-31,50
12,1987-08-01,50
12,1987-08-02,50
12,1987-08-03,50
12,1987-08-04,50
12,1987-08-05,50
12,1987-08-06,50
12,1987-08-07,50
12,1987-08-08,50
12,1987-08-09,50
12,1987-08-10,50
12,1987-08-11,50
12,1987-08-12,50
12,1987-08-13,50
12,1987-08-14,50
12,1987-08-15,50
12,1987-08-16,50
12,1987-08-17,50
12,1987-08-18,50
12,1987-08-19,50
12,1987-08-20,50
12,1987-08-21,50
12,1987-08-22,50
12,1987-08-23,50
12,1987-08-24,50
12,1987-08-25,50
12,1987-08-26,50
12,1987-08-27,50
12,1987-08-28,50
12,1987-08-29,50
12,1987-08-30,50
12,1987-08-31,50
12,1987-09-01,50
12,1987-09-02,50
12,1987-09-03,50
12,1987-09-04,50
12,1987-09-05,50
12,1987-09-06,50
12,1987-09-07,50
12,1987-09-08,50
12,1987-09-09,50
12,1987-09-10,50
12,1987-09-11,50
12,1987-09-12,50
12,1987-09-13,50
12,1987-09-14,50
12,1987-09-15,50
12,1987-09-16,50
12,1987-09-17,50
12,1987-09-18,50
12,1987-09-19,50
12,1987-09-20,50
12,1987-09-21,50
12,1987-09-22,50
12,1987-09-23,50
12,1987-09-24,50
12,1987-09-25,50
12,1987-09-26,50
12,1987-09-27,50
12,1987-09-28,50
12,1987-09-29,50
12,1987-09-30,50
12,1987-10-01,50
12,1987-10-02,50
12,1987-10-03,50
12,1987-10-04,50
12,1987-10-05,50
12,1987-10-06,50
12,1987-10-07,50
12,1987-10-08,50
12,1987-10-09,50
12,1987-10-10,50
12,1987-10-11,50
13,1987-07-15,50
13,1987-07-16,50
13,1987-07-17,50
13,1987-07-18,50
13,1987-07-19,50
13,1987-07-20,50
13,1987-07-21,50
13,1987-07-22,50
13,1987-07-23,50
13,1987-07-24,50
13,1987-07-25,50
13,1987-07-26,50
13,1987-07-27,50
13,1987-07-28,50
13,1987-07-29,50
13,1987-07-30,50
13,1987-07-31,50
13,1987-08-01,50
13,1987-08-02,50
13,1987-08-03,50
13,1987-08-04,50
13,1987-08-05,50
13,1987-08-06,50
13,1987-08-07,50
13,1987-08-08,50
13,1987-08-09,50
13,1987-08-10,50
13,1987-08-11,50
13,1987-08-12,50
13,1987-08-13,50
13,1987-08-14,50
13,1987-08-15,50
13,1987-08-16,50
13,1987-08-17,50
13,1987-08-18,50
13,1987-08-19,50
13,1987-08-20,50
13,1987-08-21,50
13,1987-08-22,50
13,1987-08-23,50
13,1987-08-24,50
13,1987-08-25,50
13,1987-08-26,50
13,1987-08-27,50
13,1987-08-28,50
13,1987-08-29,50
13,1987-08-30,50
13,1987-08-31,50
13,1987-09-01,50
13,1987-09-02,50
13,1987-09-03,50
13,1987-09-04,50
13,1987-09-05,50
13,1987-09-06,50
13,1987-09-07,50
13,1987-09-08,50
13,1987-09-09,50
13,1987-09-10,50
13,1987-09-11,50
13,1987-09-12,50
13,1987-09-13,50
13,1987-09-14,50
13,1987-09-15,50
13,1987-09-16,50
13,1987-09-17,50
13,1987-09-18,50
13,1987-09-19,50
13,1987-09-20,50
13,1987-09-21,50
13,1987-09-22,50
13,1987-09-23,50
13,1987-09-24,50
13,1987-09-25,50
13,1987-09-26,50
13,1987-09-27,50
13,1987-09-28,50
13,1987-09-29,50
13,1987-09-30,50
13,1987-10-01,50
13,1987-10-02,50
13,1987-10-03,50
13,1987-10-04,50
13,1987-10-05,50
13,1987-10-06,50
13,1987-10-07,50
13,1987-10-08,50
13,1987-10-09,50
13,1987-10-10,50
13,1987-10-11,50
15,1987-11-08,50
15,1987-11-09,50
15,1987-11-10,50
15,1987-11-11,50
15,1987-11-12,50
15,1987-11-13,50
15,1987-11-14,50
15,1987-11-15,50
15,1987-11-16,50
15,1987-11-17,50
15,1987-11-18,50
15,1987-11-19,50
15,1987-11-20,50
15,1987-11-21,50
15,1987-11-22,50
15,1987-11-23,50
15,1987-11-24,50
15,1987-11-25,50
15,1987-11-26,50
15,1987-11-27,50
15,1987-11-28,50
15,1987-11-29,50
15,1987-11-30,50
15,1987-12-01,50
15,1987-12-02,50
15,1987-12-03,50
15,1987-12-04,50
15,1987-12-05,50
15,1987-12-06,50
15,1987-12-07,50
15,1987-12-08,50
15,1987-12-09,50
15,1987-12-10,50
15,1987-12-11,50
15,1987-12-12,50
15,1987-12-13,50
15,1987-12-14,50
15,1987-12-15,50
15,1987-12-16,50
15,1987-12-17,50
15,1987-12-18,50
15,1987-12-19,50
15,1987-12-20,50
15,1987-12-21,50
15,1987-12-22,50
15,1987-12-23,50
15,1987-12-24,50
15,1987-12-25,50
15,1987-12-26,50
15,1987-12-27,50
15,1987-12-28,50
15,1987-12-29,50
15,1987-12-30,50
15,1987-12-31,50
15,1988-01-01,50
15,1988-01-02,50
15,1988-01-03,50
15,1988-01-04,50
15,1988-01-05,50
15,1988-01-06,50
15,1988-01-07,50
15,1988-01-08,50
15,1988-01-09,50
15,1988-01-10,50
15,1988-01-11,50
15,1988-01-12,50
15,1988-01-13,50
15,1988-01-14,50
15,1988-01-15,50
15,1988-01-16,50
15,1988-01-17,50
15,1988-01-18,50
15,1988-01-19,50
15,1988-01-20,50
15,1988-01-21,50
15,1988-01-22,50
15,1988-01-23,50
15,1988-01-24,50
15,1988-01-25,50
15,1988-01-26,50
15,1988-01-27,50
15,1988-01-28,50
15,1988-01-29,50
15,1988-01-30,50
15,1988-01-31,50
15,1988-02-01,50
15,1988-02-02,50
15,1988-02-03,50
15,1988-02-04,50
17,1987-07-21,50
17,1987-07-22,50
17,1987-07-23,50
17,1987-07-24,50
17,1987-07-25,50
17,1987-07-26,50
17,1987-07-27,50
17,1987-07-28,50
17,1987-07-29,50
17,1987-07-30,50
17,1987-07-31,50
17,1987-08-01,50
17,1987-08-02,50
17,1987-08-03,50
17,1987-08-04,50
17,1987-08-05,50
17,1987-08-06,50
17,1987-08-07,50
17,1987-08-08,50
17,1987-08-09,50
17,1987-08-10,50
17,1987-08-11,50
17,1987-08-12,50
17,1987-08-13,50
17,1987-08-14,50
17,1987-08-15,50
17,1987-08-16,50
17,1987-08-17,50
17,1987-08-18,50
17,1987-08-19,50
17,1987-08-20,50
17,1987-08-21,50
17,1987-08-22,50
17,1987-08-23,50
17,1987-08-24,50
17,1987-08-25,50
17,1987-08-26,50
17,1987-08-27,50
17,1987-08-28,50
17,1987-08-29,50
17,1987-08-30,50
17,1987-08-31,50
17,1987-09-01,50
17,1987-09-02,50
17,1987-09-03,50
17,1987-09-04,50
17,1987-09-05,50
17,1987-09-06,50
17,1987-09-07,50
17,1987-09-08,50
17,1987-09-09,50
17,1987-09-10,50
17,1987-09-11,50
17,1987-09-12,50
17,1987-09-13,50
17,1987-09-14,50
17,1987-09-15,50
17,1987-09-16,50
17,1987-09-17,50
17,1987-09-18,50
17,1987-09-19,50
17,1987-09-20,50
17,1987-09-21,50
17,1987-09-22,50
17,1987-09-23,50
17,1987-09-24,50
17,1987-09-25,50
17,1987-09-26,50
17,1987-09-27,50
17,1987-09-28,50
17,1987-09-29,50
17,1987-09-30,50
17,1987-10-01,50
17,1987-10-02,50
17,1987-10-03,50
17,1987-10-04,50
17,1987-10-05,50
17,1987-10-06,50
17,1987-10-07,50
17,1987-10-08,50
17,1987-10-09,50
17,1987-10-10,50
17,1987-10-11,50
17,1987-10-12,50
17,1987-10-13,50
17,1987-10-14,50
17,1987-10-15,50
17,1987-10-16,50
17,1987-10-17,50
19,1988-04-06,50
19,1988-04-07,50
19,1988-04-08,50
19,1988-04-09,50
19,1988-04-10,50
19,1988-04-11,50
19,1988-04-12,50
19,1988-04-13,50
19,1988-04-14,50
19,1988-04-15,50
19,1988-04-16,50
19,1988-04-17,50
19,1988-04-18,50
19,1988-04-19,50
19,1988-04-20,50
19,1988-04-21,50
19,1988-04-22,50
19,1988-04-23,50
19,1988-04-24,50
19,1988-04-25,50
19,1988-04-26,50
19,1988-04-27,50
19,1988-04-28,50
19,1988-04-29,50
19,1988-04-30,50
19,1988-05-01,50
19,1988-05-02,50
19,1988-05-03,50
19,1988-05-04,50
19,1988-05-05,50
19,1988-05-06,50
19,1988-05-07,50
19,1988-05-08,50
19,1988-05-09,50
19,1988-05-10,50
19,1988-05-11,50
19,1988-05-12,50
19,1988-05-13,50
19,1988-05-14,50
19,1988-05-15,50
19,1988-05-16,50
19,1988-05-17,50
19,1988-05-18,50
19,1988-05-19,50
19,1988-05-20,50
19,1988-05-21,50
19,1988-05-22,50
19,1988-05-23,50
19,1988-05-24,50
19,1988-05-25,50
19,1988-05-26,50
19,1988-05-27,50
19,1988-05-28,50
19,1988-05-29,50
19,1988-05-30,50
19,1988-05-31,50
19,1988-06-01,50
19,1988-06-02,50
19,1988-06-03,50
19,1988-06-04,50
19,1988-06-05,50
19,1988-06-06,50
19,1988-06-07,50
19,1988-06-08,50
19,1988-06-09,50
19,1988-06-10,50
19,1988-06-11,50
19,1988-06-12,50
19,1988-06-13,50
19,1988-06-14,50
19,1988-06-15,50
19,1988-06-16,50
19,1988-06-17,50
19,1988-06-18,50
19,1988-06-19,50
19,1988-06-20,50
19,1988-06-21,50
19,1988-06-22,50
19,1988-06-23,50
19,1988-06-24,50
19,1988-06-25,50
19,1988-06-26,50
19,1988-06-27,50
19,1988-06-28,50
19,1988-06-29,50
19,1988-06-30,50
19,1988-07-01,50
19,1988-07-02,50
19,1988-07-03,50
20,1987-12-24,50
20,1987-12-25,50
20,1987-12-26,50
20,1987-12-27,50
20,1987-12-28,50
20,1987-12-29,50
20,1987-12-30,50
20,1987-12-31,50
20,1988-01-01,50
20,1988-01-02,50
20,1988-01-03,50
20,1988-01-04,50
20,1988-01-05,50
20,1988-01-06,50
20,1988-01-07,50
20,1988-01-08,50
20,1988-01-09,50
20,1988-01-10,50
20,1988-01-11,50
20,1988-01-12,50
20,1988-01-13,50
20,1988-01-14,50
20,1988-01-15,50
20,1988-01-16,50
20,1988-01-17,50
